id,rooms_count,is_isolated,is_adjacent,parking,renovation,is_loggia,is_balcony,view_of_courtyard,view_of_street,combined_bathroom,separate_bathroom,is_child,is_pet,room_furniture,kitchen_furniture,bath,shower_cabin,washing_machine,air_conditioner,dishwasher,tv,fridge,internet,telephone,is_passenger_lift,is_freight_lift,garbage_chute
274841012,3,1.0,0.0,,2,,,1.0,0.0,,,1,1,1,1,1,0.0,1,1.0,1.0,0.0,1,0,0,1.0,1.0,1
274722112,1,1.0,0.0,4,1,,,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
274731505,1,1.0,0.0,4,3,,,0.0,1.0,1.0,0.0,0,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,0
273883443,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738128,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
267646351,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738131,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
271653954,3,,,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,1
274917955,1,1.0,0.0,,3,,,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
272083257,2,1.0,0.0,4,2,,,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
271844629,2,1.0,0.0,4,2,,,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738137,2,1.0,0.0,4,2,,,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738133,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359737,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359738,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273256730,1,1.0,0.0,4,2,1.0,0.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,1.0,1.0,1.0,1,0,0,1.0,1.0,
273738134,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359740,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738130,2,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
274720782,3,,,,2,,,1.0,1.0,0.0,1.0,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,
268958660,3,,,4,2,,,1.0,0.0,1.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,0.0,1,1,0,1.0,1.0,1
272359753,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738138,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272605394,3,,,4,3,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
272334038,2,1.0,0.0,,2,1.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,
274908311,2,1.0,0.0,,2,,,1.0,0.0,0.0,1.0,1,0,1,1,1,1.0,1,0.0,1.0,1.0,0,1,0,1.0,1.0,
272359758,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359755,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738141,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359764,3,1.0,0.0,4,2,,,1.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
273738142,3,1.0,0.0,4,2,,,1.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359760,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
272359759,3,1.0,0.0,4,2,,,0.0,1.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,
274871462,4,1.0,0.0,4,2,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1
273822954,2,1.0,0.0,4,3,,,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,0
271129813,2,,,,2,0.0,1.0,0.0,1.0,1.0,0.0,0,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,,,0
272541474,3,,,4,3,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,1,1,0.0,1,1.0,1.0,1.0,1,0,0,1.0,1.0,
196587828,3,1.0,0.0,4,3,,,1.0,0.0,1.0,0.0,1,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,1
274552468,3,1.0,1.0,4,3,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,0.0,1
268192842,4,,,0,2,1.0,1.0,,,1.0,0.0,1,1,1,1,0,0.0,1,0.0,0.0,0.0,1,0,0,1.0,1.0,
272713357,4,,,1,3,1.0,0.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,0
273476670,5,,,4,3,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,1
229303835,3,,,4,3,,,1.0,1.0,1.0,0.0,0,0,1,1,1,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,0
274861493,3,,,4,3,,,1.0,1.0,1.0,0.0,1,1,0,1,1,1.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1
274803079,1,1.0,0.0,4,2,,,1.0,0.0,1.0,0.0,0,0,1,1,1,0.0,1,0.0,1.0,1.0,1,1,0,,,1
274808716,,,,0,3,,,0.0,1.0,1.0,0.0,0,1,1,1,0,1.0,1,1.0,1.0,0.0,1,1,0,1.0,0.0,0
274940403,2,0.0,1.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,0,1.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1
273274933,2,1.0,1.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1
170240922,2,1.0,0.0,0,1,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,1.0,1
196195072,2,1.0,0.0,0,3,0.0,1.0,1.0,0.0,1.0,0.0,1,1,1,1,1,0.0,1,1.0,1.0,1.0,1,1,1,1.0,0.0,1
254971721,2,1.0,0.0,,1,,,1.0,0.0,0.0,1.0,0,0,1,1,0,1.0,0,1.0,0.0,1.0,1,1,0,1.0,0.0,1
271252515,1,1.0,0.0,,3,,,,,,,0,0,1,1,0,1.0,1,1.0,1.0,1.0,1,1,0,1.0,1.0,
274014832,2,1.0,0.0,,1,1.0,0.0,1.0,1.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1
274656769,2,,,,1,0.0,1.0,,,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,,,
274535110,2,1.0,0.0,,,0.0,1.0,1.0,1.0,1.0,0.0,0,0,1,0,0,1.0,1,0.0,1.0,0.0,0,1,0,,,
274941759,1,1.0,0.0,0,1,0.0,1.0,1.0,1.0,,,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,1,1.0,0.0,1
274618733,2,,,,1,,,1.0,0.0,0.0,1.0,1,0,1,1,1,0.0,1,0.0,0.0,0.0,1,1,0,,,
274545966,2,1.0,1.0,0,2,0.0,1.0,1.0,0.0,1.0,0.0,1,0,1,1,0,1.0,1,0.0,1.0,1.0,1,1,1,,,
258757694,1,1.0,0.0,,1,1.0,0.0,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1
254537087,,,,0,2,,,,,1.0,0.0,1,1,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,1.0,1
274959711,1,1.0,0.0,0,2,,,1.0,0.0,1.0,0.0,1,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,1,1.0,1.0,1
273389673,2,1.0,0.0,0,1,,,0.0,1.0,0.0,1.0,1,1,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,0.0,1
248879218,1,1.0,0.0,0,2,,,,,1.0,0.0,0,0,1,1,1,0.0,1,0.0,0.0,1.0,1,1,0,1.0,1.0,
274991706,3,,,,1,0.0,1.0,,,0.0,1.0,0,0,1,1,1,0.0,1,1.0,0.0,1.0,1,1,0,1.0,0.0,1
267163630,2,,,,,0.0,1.0,1.0,1.0,0.0,1.0,1,0,1,0,1,0.0,1,1.0,1.0,0.0,0,1,0,1.0,0.0,
269906086,3,1.0,0.0,4,2,,,1.0,0.0,1.0,0.0,1,0,0,1,1,0.0,1,0.0,1.0,0.0,1,0,0,1.0,1.0,
274339074,4,,,,,,,,,0.0,1.0,1,0,1,0,1,0.0,1,0.0,0.0,0.0,0,1,0,,,
